Regional,Nivel,Programa,Total,Estrato,Ano,Periodo
Bogotá,MEDICAS,CIRUGIA GENERAL,2,5,2019,0
Bogotá,MEDICAS,CIRUGIA GENERAL,2,6,2019,0
Bogotá,MEDICAS,CIRUGIA GENERAL,3,2,2019,0
Bogotá,MEDICAS,CIRUGIA GENERAL,2,3,2019,0
Bogotá,MEDICAS,CIRUGIA GENERAL,3,3,2019,0
Bogotá,MEDICAS,CIRUGIA GENERAL,1,4,2019,0
Bogotá,MEDICAS,CIRUGIA GENERAL,7,4,2019,0
Bogotá,MEDICAS,CIRUGIA GENERAL,9,5,2019,0
Bogotá,MEDICAS,CIRUGIA GENERAL,3,6,2019,0
Bogotá,MEDICAS,CIRUGIA ONCOLOGICA,2,3,2019,0
Bogotá,MEDICAS,CIRUGIA ONCOLOGICA,1,6,2019,0
Bogotá,MEDICAS,CIRUGIA ONCOLOGICA,1,6,2019,0
Bogotá,MEDICAS,CIRUGIA ORAL Y MAXILOFACIAL,1,2,2019,0
Bogotá,MEDICAS,CIRUGIA ORAL Y MAXILOFACIAL,2,3,2019,0
Bogotá,MEDICAS,CIRUGIA ORAL Y MAXILOFACIAL,1,3,2019,0
Bogotá,MEDICAS,CIRUGIA ORAL Y MAXILOFACIAL,5,4,2019,0
Bogotá,MEDICAS,CIRUGIA ORAL Y MAXILOFACIAL,1,6,2019,0
Bogotá,MEDICAS,CIRUGIA ORAL Y MAXILOFACIAL,1,1,2019,0
Bogotá,MEDICAS,CIRUGIA ORAL Y MAXILOFACIAL,1,3,2019,0
Bogotá,MEDICAS,CIRUGIA ORAL Y MAXILOFACIAL,2,5,2019,0
Bogotá,MEDICAS,CIRUGIA PEDIATRICA,1,3,2019,0
Bogotá,MEDICAS,CIRUGIA PEDIATRICA,1,4,2019,0
Bogotá,MEDICAS,CIRUGIA PEDIATRICA,1,3,2019,0
Bogotá,MEDICAS,CIRUGIA PEDIATRICA,2,4,2019,0
Bogotá,MEDICAS,CIRUGIA PLASTICA OCULAR,2,4,2019,0
"Bogotá,MEDICAS,""CIRUGIA PLASTICA, RECONSTRUCTIVA Y ESTETICA"",1,3,2019,0"
"Bogotá,MEDICAS,""CIRUGIA PLASTICA, RECONSTRUCTIVA Y ESTETICA"",1,4,2019,0"
"Bogotá,MEDICAS,""CIRUGIA PLASTICA, RECONSTRUCTIVA Y ESTETICA"",2,4,2019,0"
"Bogotá,MEDICAS,""CIRUGIA PLASTICA, RECONSTRUCTIVA Y ESTETICA"",3,4,2019,0"
"Bogotá,MEDICAS,""CIRUGIA PLASTICA, RECONSTRUCTIVA Y ESTETICA"",3,5,2019,0"
Bogotá,MEDICAS,CIRUGIA RECONSTRUCTIVA Y DEL REEMPLAZO ARTICULAR DE CADERA Y RODILLA,2,4,2019,0
Bogotá,MEDICAS,CIRUGIA RECONSTRUCTIVA Y DEL REEMPLAZO ARTICULAR DE CADERA Y RODILLA,2,6,2019,0
Bogotá,MEDICAS,CIRUGIA VASCULAR Y ANGIOLOGIA,1,1,2019,0
Bogotá,MEDICAS,CIRUGIA VASCULAR Y ANGIOLOGIA,2,4,2019,0
Bogotá,MEDICAS,CIRUGÍA DE COLUMNA,2,3,2019,0
Bogotá,MEDICAS,COLOPROCTOLOGIA,1,3,2019,0
Bogotá,MEDICAS,DERMATOLOGIA,2,3,2019,0
Bogotá,MEDICAS,DERMATOLOGIA,2,4,2019,0
Bogotá,MEDICAS,DERMATOLOGIA,3,5,2019,0
Bogotá,MEDICAS,DERMATOLOGIA,2,6,2019,0
Bogotá,MEDICAS,DERMATOLOGÍA ONCOLÓGICA,1,4,2019,0
Bogotá,MEDICAS,DERMATOLOGÍA ONCOLÓGICA,1,4,2019,0
Bogotá,MEDICAS,ENDOCRINOLOGIA,1,5,2019,0
Bogotá,MEDICAS,GASTROENTEROLOGIA,1,3,2019,0
Bogotá,MEDICAS,GASTROENTEROLOGIA,2,4,2019,0
Bogotá,MEDICAS,GINECOLOGIA ONCOLOGICA,1,4,2019,0
Bogotá,MEDICAS,GINECOLOGIA ONCOLOGICA,1,3,2019,0
Bogotá,MEDICAS,GINECOLOGIA ONCOLOGICA,2,4,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,2,2,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,3,3,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,6,3,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,3,4,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,11,4,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,1,5,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,1,6,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,3,2,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,1,3,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,8,3,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,3,5,2019,0
Bogotá,MEDICAS,GINECOLOGIA Y OBSTETRICIA,1,6,2019,0
Bogotá,MEDICAS,HEMATO-ONCOLOGIA PEDIATRICA,1,3,2019,0
Bogotá,MEDICAS,HEMATO-ONCOLOGIA PEDIATRICA,1,4,2019,0
Bogotá,MEDICAS,HEMATO-ONCOLOGIA PEDIATRICA,1,5,2019,0
Bogotá,MEDICAS,HEMATO-ONCOLOGIA PEDIATRICA,2,4,2019,0
Bogotá,MEDICAS,HEMATOLOGIA Y ONCOLOGIA CLINICA,1,5,2019,0
Bogotá,MEDICAS,HEMATOLOGIA Y ONCOLOGIA CLINICA,3,4,2019,0
Bogotá,MEDICAS,HEMATOLOGIA Y ONCOLOGIA CLINICA,1,5,2019,0
Bogotá,MEDICAS,MEDICINA CRITICA Y CUIDADO INTENSIVO,2,3,2019,0
Bogotá,MEDICAS,MEDICINA CRITICA Y CUIDADO INTENSIVO,1,3,2019,0
Bogotá,MEDICAS,MEDICINA CRITICA Y CUIDADO INTENSIVO,1,5,2019,0
Bogotá,MEDICAS,MEDICINA DEL DOLOR Y CUIDADOS PALIATIVOS,1,3,2019,0
Bogotá,MEDICAS,MEDICINA DEL DOLOR Y CUIDADOS PALIATIVOS,2,5,2019,0
Bogotá,MEDICAS,MEDICINA FISICA Y REHABILITACION,2,2,2019,0
Bogotá,MEDICAS,MEDICINA FISICA Y REHABILITACION,2,2,2019,0
Bogotá,MEDICAS,MEDICINA FISICA Y REHABILITACION,2,3,2019,0
Bogotá,MEDICAS,MEDICINA FISICA Y REHABILITACION,2,4,2019,0
Bogotá,MEDICAS,MEDICINA FISICA Y REHABILITACION,1,3,2019,0
Bogotá,MEDICAS,MEDICINA FISICA Y REHABILITACION,1,5,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,6,3,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,2,3,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,2,4,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,4,4,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,1,5,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,4,2,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,3,3,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,6,3,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,4,4,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,2,5,2019,0
Bogotá,MEDICAS,MEDICINA INTERNA,3,6,2019,0
Bogotá,MEDICAS,NEONATOLOGIA,1,4,2019,0
Bogotá,MEDICAS,NEONATOLOGIA,1,4,2019,0
Bogotá,MEDICAS,NEUROCIRUGIA,1,2,2019,0
Bogotá,MEDICAS,NEUROCIRUGIA,1,4,2019,0
Bogotá,MEDICAS,NEUROCIRUGIA,2,3,2019,0
Bogotá,MEDICAS,NEUROCIRUGIA,1,4,2019,0
Bogotá,MEDICAS,NEUROCIRUGIA,1,5,2019,0
Bogotá,MEDICAS,NEUROLOGIA,1,2,2019,0
Bogotá,MEDICAS,NEUROLOGIA,3,3,2019,0
Bogotá,MEDICAS,NEUROLOGIA,2,3,2019,0
Bogotá,MEDICAS,NEUROLOGIA,4,4,2019,0
Bogotá,MEDICAS,NEUROLOGIA,2,4,2019,0
Bogotá,MEDICAS,NEUROLOGIA PEDIATRICA,1,4,2019,0
Bogotá,MEDICAS,NEUROLOGIA PEDIATRICA,1,6,2019,0
Bogotá,MEDICAS,NEUROLOGIA PEDIATRICA,1,6,2019,0
Bogotá,MEDICAS,NEUROLOGIA PEDIATRICA,1,3,2019,0
Bogotá,MEDICAS,NEUROLOGIA PEDIATRICA,2,4,2019,0
Bogotá,MEDICAS,NEUROLOGIA PEDIATRICA,1,4,2019,0
Bogotá,MEDICAS,NEUROLOGIA PEDIATRICA PARA ESPECIALISTAS EN PEDIATRIA,1,3,2019,0
Bogotá,MEDICAS,NEUROLOGIA PEDIATRICA PARA ESPECIALISTAS EN PEDIATRIA,2,4,2019,0
Bogotá,MEDICAS,OFTALMOLOGIA,1,2,2019,0
Bogotá,MEDICAS,OFTALMOLOGIA,2,3,2019,0
Bogotá,MEDICAS,OFTALMOLOGIA,2,4,2019,0
Bogotá,MEDICAS,OFTALMOLOGIA,1,5,2019,0
Bogotá,MEDICAS,ONCOLOGIA RADIOTERAPICA,2,4,2019,0
Bogotá,MEDICAS,ONCOLOGIA RADIOTERAPICA,2,5,2019,0
Bogotá,MEDICAS,ONCOLOGIA RADIOTERAPICA,1,6,2019,0
Bogotá,MEDICAS,ONCOLOGIA RADIOTERAPICA,1,3,2019,0
Bogotá,MEDICAS,ONCOLOGIA RADIOTERAPICA,1,5,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,2,3,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,1,4,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,2,4,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,2,5,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,1,6,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,2,3,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,2,3,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,3,4,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,1,5,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,3,5,2019,0
Bogotá,MEDICAS,ORTOPEDIA Y TRAUMATOLOGIA,1,6,2019,0
Bogotá,MEDICAS,OTOLOGIA,1,6,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,1,3,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,2,3,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,2,4,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,2,4,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,2,5,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,1,6,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,1,3,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,2,3,2019,0
Bogotá,MEDICAS,OTORRINOLARINGOLOGIA,2,4,2019,0
Bogotá,MEDICAS,PATOLOGIA,1,2,2019,0
Bogotá,MEDICAS,PATOLOGIA,2,3,2019,0
Bogotá,MEDICAS,PATOLOGIA,1,4,2019,0
Bogotá,MEDICAS,PEDIATRIA,1,2,2019,0
Bogotá,MEDICAS,PEDIATRIA,13,3,2019,0
Bogotá,MEDICAS,PEDIATRIA,5,3,2019,0
Bogotá,MEDICAS,PEDIATRIA,13,4,2019,0
Bogotá,MEDICAS,PEDIATRIA,9,4,2019,0
Bogotá,MEDICAS,PEDIATRIA,4,5,2019,0
Bogotá,MEDICAS,PEDIATRIA,2,6,2019,0
Bogotá,MEDICAS,PEDIATRIA,2,2,2019,0
Bogotá,MEDICAS,PEDIATRIA,2,3,2019,0
Bogotá,MEDICAS,PEDIATRIA,1,3,2019,0
Bogotá,MEDICAS,PEDIATRIA,1,4,2019,0
Bogotá,MEDICAS,PSIQUIATRIA,2,1,2019,0
Bogotá,MEDICAS,PSIQUIATRIA,1,3,2019,0
Bogotá,MEDICAS,PSIQUIATRIA,4,4,2019,0
Bogotá,MEDICAS,PSIQUIATRIA,1,4,2019,0
Bogotá,MEDICAS,PSIQUIATRIA,1,6,2019,0
Bogotá,MEDICAS,RADIOLOGIA E IMAGENES DIAGNOSTICAS,1,3,2019,0
Bogotá,MEDICAS,RADIOLOGIA E IMAGENES DIAGNOSTICAS,1,4,2019,0
Bogotá,MEDICAS,RADIOLOGIA E IMAGENES DIAGNOSTICAS,2,5,2019,0
Bogotá,MEDICAS,RADIOLOGIA E IMAGENES DIAGNOSTICAS,1,3,2019,0
Bogotá,MEDICAS,RADIOLOGIA E IMAGENES DIAGNOSTICAS,5,3,2019,0
Bogotá,MEDICAS,RADIOLOGIA E IMAGENES DIAGNOSTICAS,1,5,2019,0
Bogotá,MEDICAS,RADIOLOGIA E IMAGENES DIAGNOSTICAS,1,5,2019,0
Bogotá,MEDICAS,REUMATOLOGIA,1,3,2019,0
Bogotá,MEDICAS,REUMATOLOGIA,1,5,2019,0
Bogotá,MEDICAS,UROLOGIA,1,3,2019,0
Bogotá,MEDICAS,UROLOGIA,3,3,2019,0
Bogotá,MEDICAS,UROLOGIA,3,4,2019,0
Bogotá,MEDICAS,UROLOGIA,2,5,2019,0
Bogotá,MEDICAS,UROLOGIA,1,3,2019,0
Bogotá,MEDICAS,UROLOGIA,1,4,2019,0
Bogotá,MEDICAS,UROLOGIA,1,4,2019,0
Bogotá,MEDICAS,UROLOGIA,1,5,2019,0
Bogotá,MEDICAS,UROLOGIA ONCOLOGICA,1,6,2019,0
Bogotá,COTERMINALES,COTERMINALES,2,2,2018,2
Bogotá,COTERMINALES,COTERMINALES,4,2,2018,2
Bogotá,COTERMINALES,COTERMINALES,7,3,2018,2
Bogotá,COTERMINALES,COTERMINALES,7,3,2018,2
Bogotá,COTERMINALES,COTERMINALES,1,4,2018,2
Bogotá,COTERMINALES,COTERMINALES,1,6,2018,2
Bogotá,COTERMINALES,COTERMINALES,1,1,2018,2
Bogotá,COTERMINALES,COTERMINALES,1,1,2018,2
Bogotá,COTERMINALES,COTERMINALES,1,2,2018,2
Bogotá,COTERMINALES,COTERMINALES,9,2,2018,2
Bogotá,COTERMINALES,COTERMINALES,12,3,2018,2
Bogotá,COTERMINALES,COTERMINALES,12,3,2018,2
Bogotá,COTERMINALES,COTERMINALES,1,4,2018,2
Bogotá,COTERMINALES,COTERMINALES,7,4,2018,2
Bogotá,COTERMINALES,COTERMINALES,1,5,2018,2
Bogotá,COTERMINALES,COTERMINALES,2,N,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),6,1,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),21,1,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),60,2,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),123,2,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),83,3,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),151,3,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),16,4,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),24,4,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),1,5,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),4,5,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),1,6,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),1,N,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),1,R,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),5,1,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),18,1,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),38,2,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),79,2,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),59,3,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),98,3,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),13,4,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),28,4,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),4,5,2018,2
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),2,N,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,3,2,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,3,3,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,6,3,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,4,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,2,4,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,5,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,2,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,2,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,2,3,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,3,3,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,4,2018,2
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,4,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),3,2,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,3,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),7,3,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,4,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,5,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,6,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,1,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),3,2,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,2,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,3,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),4,3,2018,2
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),2,4,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,2,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,2,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),2,3,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),8,1,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),15,2,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),3,2,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),2,3,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),2,3,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),2,2,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),7,2,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),5,3,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),12,3,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),1,5,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),1,1,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),1,2,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),2,2,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),1,3,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),9,3,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),1,4,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),1,4,2018,2
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),1,N,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),2,2,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),1,3,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),4,3,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),2,4,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),1,2,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),6,3,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),3,4,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),1,5,2018,2
Bogotá,CURSOS,INGLES KIDS (SEMESTRAL),1,5,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),4,1,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),3,1,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),51,2,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),23,2,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),65,3,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),33,3,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),12,4,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),4,4,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),1,5,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),1,5,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),1,6,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),1,1,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),2,1,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),32,2,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),13,2,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),46,3,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),20,3,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),15,4,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),8,4,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),2,5,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),1,5,2018,2
Bogotá,CURSOS,INGLES SÚPERINTENSIVO (SEMANAL 5),1,N,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),1,1,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),3,2,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),7,3,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),6,3,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),4,4,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),4,4,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),3,2,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),2,3,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),7,3,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),1,4,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),2,4,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),1,5,2018,2
Bogotá,CURSOS,INGLES TEENAGERS (SEMESTRAL),1,5,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),5,2,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),24,2,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),19,3,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),33,3,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),4,4,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),13,4,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),2,5,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),5,5,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),1,6,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),1,N,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),3,1,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),5,2,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),15,2,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),15,3,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),34,3,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),6,4,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),7,4,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),1,5,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SABÁDOS (SEMESTRAL),1,5,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),4,1,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),4,1,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),3,2,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),27,2,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),2,3,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),10,3,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),1,4,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),1,6,2018,2
Bogotá,CURSOS,INGLÉS EXTENSIÓN SÁBADOS (SEMESTRAL - CAJICA),1,N,2018,2
